,seconds_interaction,dyad_01_MG_P1P2,dyad_02_MG_P1P2,dyad_03_MG_P1P2,dyad_04_MG_P1P2,dyad_05_MG_P1P2,dyad_06_MG_P1P2,dyad_07_MG_P1P2,dyad_08_MG_P1P2,dyad_09_MG_P1P2,dyad_10_MG_P1P2,dyad_11_MG_P1P2
623,1.095,0.0,,,,,0.0,,,,,0.0
624,1.099,,,1.0,,,,,,,,
625,1.101,,,,0.0,,,1.0,,,,
626,1.102,,,,0.0,,,,,,,
627,1.105,,0.0,,,,,,,0.0,,
628,1.106,,0.0,,,0.0,,,,,,
629,1.107,0.0,,,,,,,,,,
630,1.108,,,,,,,,,,,0.0
631,1.109,,,,,,0.0,,,,,
632,1.112,,,,,,,,0.0,,,
633,1.113,,,,,,,,,,0.0,
634,1.114,,,,0.0,,,,,,,
635,1.116,0.0,,,,,,1.0,,,,
636,1.117,,0.0,,,,,,,,,
637,1.118,,0.0,1.0,,,,,,,,
638,1.119,,,,,0.0,,,,,,
639,1.125,,,,,,0.0,,,,,
640,1.126,0.0,,,,,,,0.0,,,
641,1.127,,,,,,,,,,,0.0
642,1.128,,0.0,,,,,,,0.0,,0.0
643,1.129,,,,,,,1.0,,,,
644,1.132,,,,,0.0,,,,,,
645,1.136,0.0,,,0.0,,,,,,,
646,1.137,,,,,,,,,,0.0,
647,1.138,,0.0,,,,,,,,,
648,1.139,,0.0,,,,0.0,,,,,
649,1.141,,,,,,,,,,,0.0
650,1.142,,,,,,,1.0,0.0,,,
651,1.144,,,1.0,,,,,,,,
652,1.147,,,,,0.0,,,,,,
653,1.148,0.0,,,,,,,,,,
654,1.149,,0.0,,,,,,,,,
655,1.154,,,,,,,,,,,0.0
656,1.155,,,,,,,,,,,0.0
657,1.156,,,,,,,,,0.0,,
658,1.157,0.0,,,,,,,0.0,,,
659,1.158,,0.0,,,,0.0,,,,,
660,1.16,,,,0.0,0.0,,,,,,
661,1.161,,,,0.0,,,,,,,
662,1.162,,,,,,,1.0,,,0.0,
663,1.163,,,,,,,,,,0.0,
664,1.166,,,1.0,,,,,,,,
665,1.167,0.0,,,,,,,,,,
666,1.168,0.0,,,,,,,,,,0.0
667,1.169,,0.0,,,,,,,,,
668,1.172,,,,,,0.0,,,,,
669,1.173,,,,,0.0,,,,,,
670,1.174,,,,,0.0,,,,,,
671,1.178,0.0,,,,,,,,,,
672,1.179,,,,,,,,,0.0,,
673,1.18,,,,0.0,,,1.0,0.0,,,
674,1.181,,,,,,,,,,,0.0
675,1.184,,0.0,,,,,,,,,
676,1.185,,0.0,1.0,,,0.0,,,,,
677,1.186,,,1.0,,,,,,,,
678,1.187,0.0,,,,,,,,,,
679,1.188,,,,,,,,,,0.0,
680,1.193,,,1.0,,,,,,,,
681,1.194,,,1.0,,0.0,,,,,,0.0
682,1.195,,0.0,,,0.0,,,,,,
683,1.196,0.0,,,,,,1.0,0.0,,,
684,1.199,,,,0.0,,0.0,,,,,
685,1.2,,,,0.0,,,,,,,
686,1.201,,,,,,,,,0.0,,
687,1.204,,0.0,,,,,,,,,
688,1.207,0.0,,,,0.0,,1.0,,,,0.0
689,1.208,,,,,0.0,,,,,,
690,1.211,,,,,,,,0.0,,0.0,
691,1.213,,,,,,0.0,,,,,
692,1.214,,0.0,1.0,,,,,,,,
693,1.215,,0.0,,,,,,,,,
694,1.219,0.0,,,,,,,,,,
695,1.221,,,,0.0,,,1.0,,,,
696,1.224,,0.0,,,,,,,0.0,,
697,1.225,,0.0,,,,,,,,,
698,1.227,,,,,,0.0,,,,,0.0
699,1.228,,,,,0.0,,,,,,0.0
700,1.229,0.0,,,,,,,,,,
701,1.233,,,,,,,,0.0,,,
702,1.234,,,1.0,,,,,,,0.0,
703,1.235,,0.0,,,,,,,,,
704,1.239,,,,,,,1.0,,,,
705,1.24,,,,0.0,,,,,,,
706,1.241,0.0,,,,0.0,,,,,,0.0
707,1.246,,0.0,,,,,,,0.0,,
708,1.247,,,,,,0.0,,,,,
709,1.249,,,,,,,,0.0,,,
710,1.251,0.0,,,,,,1.0,,,,
711,1.253,,,,,,,,,,,0.0
712,1.254,,,1.0,,0.0,,,,,,
713,1.255,,,,,,,,,,0.0,
714,1.256,,,,,,,,,,0.0,
715,1.257,,0.0,,,,,,,,,
716,1.258,,,,0.0,,,,,,,
717,1.262,0.0,,,,,0.0,,,,,
718,1.264,,,,,,,,0.0,,,
719,1.265,,,,,,,1.0,,,,
720,1.266,,,,,,,,,,,0.0
721,1.268,,0.0,,,0.0,,,,,,
722,1.269,,0.0,,,,,,,0.0,,
723,1.274,0.0,,1.0,,,,,,,,
724,1.277,,,,,,,,,,0.0,
725,1.278,,,,0.0,,,,,,,
726,1.279,,0.0,,,,,,0.0,,,0.0
727,1.28,,0.0,,,,0.0,,,,,
728,1.281,,,,,0.0,,,,,,
729,1.284,0.0,,,,,,,,,,
730,1.285,0.0,,,,,,1.0,,,,
731,1.286,,,,,,,,,,,0.0
732,1.29,,,,,,,,,0.0,,
733,1.291,,0.0,,,,,,,,,
734,1.295,0.0,,1.0,,0.0,0.0,,,,,
735,1.299,,,,0.0,,,1.0,0.0,,0.0,
736,1.3,,,,,,,,,,,0.0
737,1.301,,0.0,,,,,,,,,
738,1.307,0.0,,,,,,,,,,
739,1.308,,,,,0.0,,,,,,
740,1.31,,,,,,0.0,,,,,
741,1.312,,0.0,,,,,,,0.0,,
742,1.313,,,,,,,1.0,,0.0,,
743,1.315,,,,,,,,,,,0.0
744,1.316,,,1.0,,,,,0.0,,,
745,1.318,0.0,,,0.0,,,,,,0.0,
746,1.319,,,,,,,,,,0.0,
747,1.323,,0.0,,,,0.0,,,,,
748,1.324,,0.0,,,,,,,,,
749,1.327,,,,,,,1.0,,,,
750,1.328,,,,,0.0,,,,,,
751,1.329,,,,,0.0,,,,,,0.0
752,1.33,0.0,,,,,,,,,,
753,1.333,,,,,,,,0.0,,,
754,1.334,,,,,,,,,0.0,,
755,1.335,,0.0,,,,,,,,,
756,1.336,,0.0,1.0,0.0,,,,,,,
757,1.337,,,,0.0,,0.0,,,,,
758,1.34,,,,,,,1.0,,,,
759,1.341,0.0,,,,,,,,,,
760,1.346,,0.0,,,0.0,,,,,,
761,1.349,,,,,,,,0.0,,,
762,1.35,,,,,,,,,,,0.0
763,1.351,0.0,,,,,,,,,0.0,
764,1.352,,,,,,0.0,,,,,
765,1.354,,,,,,,1.0,,,,
766,1.356,,,,,,,,,0.0,,
767,1.357,,,1.0,,,,,,,,
768,1.359,,,,,0.0,,,,,,
769,1.36,,,,0.0,,,,,,,
770,1.363,,,,,,,,0.0,,,0.0
771,1.366,0.0,,,,,,,,,,
772,1.368,,0.0,,,,,,,,,
773,1.369,,0.0,,,,0.0,,,,,
774,1.371,,,,,,,,,,0.0,
775,1.374,,,,,,,1.0,,,,
776,1.376,,,,,0.0,,,,,,0.0
777,1.377,0.0,,1.0,,,,,,,,
778,1.378,,,,,,,,,0.0,,
779,1.379,,,,0.0,,,,0.0,,,
780,1.383,,,,,,0.0,,,,,
781,1.384,,0.0,,,,,,,,,
782,1.385,,0.0,,,,,,,,,
783,1.387,0.0,,,,,,,,,,
784,1.388,,,,,,,1.0,,,,
785,1.389,,,,,,,,,,,0.0
786,1.394,,,,,,,,,,0.0,
787,1.395,,0.0,,,,,,,,,
788,1.396,,,1.0,,,,,,,,
789,1.397,0.0,,,,,,,,,,
790,1.398,,,,,0.0,,,,,,
791,1.399,,,,0.0,,,,0.0,,,
792,1.4,,,,,,,,0.0,0.0,,
793,1.401,,,,,,,,,,,0.0
794,1.403,,,,,,0.0,,,,,
795,1.407,0.0,,,,,,1.0,,,,
796,1.412,,0.0,,,,,,,,,
797,1.415,,,,,0.0,,,0.0,,,
798,1.417,,,,0.0,,,,,,0.0,0.0
799,1.418,0.0,,,0.0,,,,,,,
800,1.419,,,,,,0.0,,,,,
801,1.42,,,,,,,1.0,,,,
802,1.421,,,,,,,1.0,,,,
803,1.423,,0.0,,,,,,,,,
804,1.424,,,1.0,,,,,,0.0,,
805,1.429,0.0,,,,0.0,,,,,,
806,1.431,,0.0,,,,,,,,,0.0
807,1.432,,0.0,,,,,,,,,
808,1.433,,,,,,,1.0,0.0,,,
809,1.434,,,,,,0.0,,,,,
810,1.436,,,,0.0,,,,,,,
811,1.441,0.0,,,,,,,,,,
812,1.442,,0.0,,,,,,,,,
813,1.443,,0.0,,,,,,,,,
814,1.446,,,1.0,,,,,,,0.0,
815,1.447,,,1.0,,,,0.0,,,0.0,
816,1.448,,,,,,1.0,,,,,
817,1.449,,,,,,,,0.0,,,
818,1.45,,,,,0.0,,,,,,0.0
819,1.451,,,,,0.0,,,,,,
820,1.454,,,,0.0,,,,,,,
821,1.455,,,,0.0,,,,,,,
822,1.456,,,,,,,,,0.0,,
823,1.457,,0.0,,,,,,,,,
824,1.461,,,,,,,0.0,,,,
825,1.462,,,,,,1.0,,,,,
826,1.463,0.0,,,,0.0,,,0.0,,,
827,1.465,,,,,,,,,,,0.0
828,1.466,,,,,,,,,,,0.0
829,1.467,,,1.0,,,,,,,,
830,1.468,,0.0,,,,,,,,,
831,1.47,,,,,,,,,,0.0,
832,1.473,0.0,,,,,,,,,,
833,1.474,,,,,,,0.0,,,,
834,1.477,,,,0.0,0.0,,,,,,
835,1.478,,0.0,,0.0,,,,0.0,,,
836,1.479,,0.0,,,,,,,,,
837,1.48,,,,,,0.0,,,,,
838,1.482,,,,,,,,,0.0,,
839,1.483,0.0,,,,,,,,0.0,,0.0
840,1.484,0.0,,,,,,,,,,
841,1.486,,,1.0,,,,,,,,
842,1.487,,,,,0.0,,,,,,
843,1.489,,,,,,,0.0,,,,
844,1.492,,0.0,,,,,,,,,
845,1.493,,0.0,,,,,,,,,
846,1.494,0.0,,,,,0.0,,,,0.0,
847,1.495,,,,,,,,,,0.0,
848,1.496,,,,0.0,,,,,,,0.0
849,1.5,,,,,,,,0.0,,,
850,1.501,,,,,0.0,,,,,,
851,1.503,,0.0,,,,,,,,,
852,1.507,,,,,,,0.0,,,,
853,1.509,0.0,,,,,,,,,,0.0
854,1.51,,,1.0,,,,,,0.0,,
855,1.511,,,,,,,,,0.0,,
856,1.513,,0.0,,,,0.0,,,,,
857,1.514,,,,0.0,,,,,,,
858,1.515,,,,0.0,0.0,,,,,,
859,1.516,,,,,,,,,,0.0,
860,1.517,,,,,,,,0.0,,,
861,1.519,0.0,,,,,,0.0,,,,
862,1.52,,,,,,,0.0,,,,
863,1.522,,,,,,,,,,,0.0
864,1.523,,0.0,,,,,,,,,
865,1.528,,,,,0.0,0.0,,,,,
866,1.529,0.0,,,,,,,,,,
867,1.532,,,1.0,,,,,,,,
868,1.533,,,,,,,,0.0,,,
869,1.534,,,,,,,,,0.0,,
870,1.535,,0.0,,,,,,,,,0.0
871,1.537,,,,0.0,,,,,,,
872,1.538,,,,0.0,,,,,,,
873,1.54,0.0,,,,,,0.0,,,0.0,
874,1.541,,,,,0.0,,,,,,
875,1.542,,,,,,0.0,,,,,
876,1.546,,0.0,,,,,,,,,
877,1.549,,,,,,,,0.0,,,0.0
878,1.551,0.0,,,,,,,,,,
879,1.552,,,1.0,,,,,,,,
880,1.555,,,,,,,0.0,,,,
881,1.556,,,,,,0.0,,,,,
882,1.557,,0.0,,,,0.0,,,0.0,,
883,1.558,,,,0.0,,,,,,,
884,1.561,,,,,0.0,,,,,,
885,1.562,0.0,,,,,,,,,0.0,0.0
886,1.564,,,,,,,,0.0,,,
887,1.568,,0.0,,,,,,,,,
888,1.57,,,,,,,0.0,,,,
889,1.571,,,1.0,,,0.0,,,,,
890,1.572,,,,,,0.0,,,,,
891,1.574,0.0,,,,,,,,,,
892,1.576,,,,0.0,,,,,,,
893,1.577,,,,0.0,0.0,,,,,,
894,1.578,,,,,,,,,0.0,,
895,1.579,,0.0,,,,,,0.0,,,
896,1.583,,,,,,,,,,,0.0
897,1.584,0.0,,,,,,0.0,,,,
898,1.586,,,,,,0.0,,,,0.0,
899,1.591,,0.0,,,,,,,,,
900,1.592,,0.0,,,0.0,,,,,,
901,1.593,,,1.0,,,,,,,,
902,1.596,0.0,,,,,,,,,0.0,
903,1.597,,,,,,,,,,,0.0
904,1.599,,,,0.0,,,,,,,
905,1.6,,,,,,,,0.0,0.0,,
906,1.601,,0.0,,,,,,,,,
907,1.602,,,,,,,0.0,,,,
908,1.603,,,,,,0.0,,,,,
909,1.605,,,,,0.0,,,,,,
910,1.606,0.0,,,,,,,,,,
911,1.612,,0.0,1.0,,,,,,,,
912,1.613,,0.0,,,,,,,,,
913,1.614,,,,,,,,0.0,,,
914,1.616,,,,,,,,,,,0.0
915,1.617,,,,,,0.0,,,,,
916,1.618,0.0,,,,0.0,,0.0,,,0.0,
917,1.62,,,,0.0,,,,,,,
918,1.622,,,,,,,,,0.0,,
919,1.624,,0.0,,,,,,,,,
920,1.625,,0.0,,,,,,,,,
921,1.629,0.0,,,,,,,,,,0.0
922,1.632,,,1.0,,,,0.0,,,,
923,1.633,,,,,,,,0.0,,,
924,1.635,,0.0,,,,,,,,,
925,1.636,,,,,,0.0,,,,,
926,1.639,,,,0.0,0.0,,,,,,
927,1.64,0.0,,,,,,,,,,
928,1.641,,,,,,,,,,0.0,
929,1.642,,,,,,,,,,,0.0
930,1.646,,0.0,,,,,,,,,
931,1.649,,,,,,,,0.0,,,
932,1.65,,,,,,,,,0.0,,
933,1.651,,,1.0,,,,0.0,,,,
934,1.653,0.0,,,,,,,,,,
935,1.654,,,,,0.0,,,,,,
936,1.655,,,,,0.0,0.0,,,,,0.0
937,1.657,,0.0,,0.0,,,,,,,
938,1.658,,,,0.0,,,,,,,
939,1.663,0.0,,,,,,,,,,
940,1.665,,,,,,,,0.0,,,
941,1.666,,,,,,,0.0,,,,
942,1.668,,0.0,,,,0.0,,,,,
943,1.669,,,,,,,,,,0.0,0.0
944,1.672,,,,,0.0,,,,,,
945,1.676,,,1.0,0.0,,,,,0.0,,
946,1.677,0.0,,1.0,0.0,,,,,,,
947,1.679,,0.0,,,,,,,,,
948,1.68,,,,,,,,0.0,,,
949,1.681,,,,,,,,,,,0.0
950,1.682,,,,,,0.0,,,,,
951,1.684,,,,,,,0.0,,,,
952,1.685,,,,,0.0,,,,,,
953,1.686,,,,,0.0,,,,,,
954,1.687,0.0,,,,,,,,,,
955,1.69,,0.0,,,,,,,,,
956,1.691,,,,,,,,,,0.0,
957,1.695,,,,0.0,,,,,,,0.0
958,1.696,,,,0.0,,,,,,,
959,1.697,0.0,,,,,0.0,0.0,,,,
960,1.698,,,1.0,,,,,,,,
961,1.699,,,1.0,,0.0,,,,0.0,,
962,1.701,,0.0,,,,,,0.0,,,
963,1.702,,0.0,,,,,,,,,
964,1.708,0.0,,,,,,,,,,0.0
965,1.711,,,,,,,0.0,,,,
966,1.712,,0.0,,,0.0,,,,,,
967,1.713,,,,,,,,,,0.0,
968,1.714,,,,0.0,,1.0,,,,0.0,
969,1.715,,,,0.0,,,,,,,
970,1.718,0.0,,,,,,,,,,
971,1.72,,,,,,,,,0.0,,
972,1.721,,,1.0,,,,,,,,
973,1.722,,,,,,,,0.0,,,
974,1.723,,0.0,,,,,,,,,
975,1.724,,0.0,,,,,,,,,
976,1.726,,,,,0.0,,,,,,0.0
977,1.727,,,,,0.0,1.0,,,,,0.0
978,1.729,0.0,,,,,,,,,,
979,1.73,,,,,,,0.0,,,,
980,1.733,,,,0.0,,,,,,,
981,1.734,,0.0,,,,,,,,,
982,1.735,,0.0,,,,,,,,,
983,1.736,,,,,,,,,,0.0,
984,1.737,,,,,,,,0.0,,,
985,1.74,,,1.0,,0.0,,,,,,0.0
986,1.741,0.0,,,,,,,,,,
987,1.743,,,,,,,,,0.0,,
988,1.744,,,,,,,0.0,,,,
989,1.747,,0.0,,,,1.0,,,,,
990,1.748,,,,,,0.0,,,,,
991,1.751,0.0,,,,,,,,,,
992,1.752,,,,,,,,0.0,0.0,,
993,1.753,,,,,,,,,,,0.0
994,1.754,,,,0.0,,,,,,,
995,1.756,,0.0,,,,,,,,,
996,1.758,,,,,,,0.0,,,,
997,1.759,,,,,,,,,,0.0,
998,1.761,,,,,0.0,,,,,,
999,1.762,0.0,,,,,0.0,,,,,
1000,1.766,,,1.0,,,,,,,,0.0
1001,1.767,,,,,,,,0.0,,,
1002,1.768,,0.0,,,,,,,,,
1003,1.769,,0.0,,,,,,,,,
1004,1.771,,,,,,,0.0,,,,
1005,1.773,0.0,,,,,,,,,,
1006,1.774,,,,,,,,,0.0,,
1007,1.775,,,,0.0,0.0,,,,0.0,,
1008,1.776,,,,,,1.0,,,,,
1009,1.779,,0.0,,,,,,,,,0.0
1010,1.781,,,,,,,,,,0.0,
1011,1.782,,,,,,,,0.0,,,
1012,1.785,0.0,,,,,,0.0,,,,
1013,1.788,,,1.0,,,,,,,,
1014,1.79,,0.0,,,,1.0,,,,,
1015,1.791,,,,,,1.0,,,,,
1016,1.792,,,,,,,,,,,0.0
1017,1.793,,,,0.0,,,,,,,
1018,1.794,,,,0.0,0.0,,,,,,
1019,1.795,0.0,,,,,,,,,,
1020,1.798,,,,,,,,,0.0,,
1021,1.799,,,,,,,0.0,,,,
1022,1.801,,0.0,,,,,,0.0,,,
1023,1.803,,,,,,,,,,0.0,
1024,1.804,,,,,,1.0,,,,,
1025,1.805,,,,,,1.0,,,,,0.0
1026,1.807,0.0,,,,0.0,,,,,,
1027,1.808,,,1.0,,,,,,,,
1028,1.809,,,1.0,,,,,,,,
1029,1.812,,0.0,,0.0,,,,,,,
1030,1.813,,,,,,1.0,,,,,
1031,1.818,,,,,,,0.0,,,,0.0
1032,1.819,0.0,,,,,,,,0.0,,
1033,1.821,,,,,0.0,,,,,,
1034,1.822,,,,,,,,0.0,,,
1035,1.824,,0.0,,,,,,,,,
1036,1.827,,,,,,1.0,,,,0.0,
1037,1.828,,,1.0,,,,,,,,
1038,1.829,0.0,,,,,,,,,,
1039,1.833,,,,,,,0.0,,,,
1040,1.835,,,,,0.0,,,,,,
1041,1.837,,0.0,,0.0,,,,,,,
1042,1.838,,,,0.0,,,,0.0,,,0.0
1043,1.839,,,,,,,,,,,0.0
1044,1.84,0.0,,,,,,,,,,
1045,1.844,,,,,,,,,0.0,,
1046,1.847,,,,,,1.0,0.0,,,,
1047,1.848,,0.0,1.0,,,,,,,,
1048,1.851,0.0,,,,,,,,,,
1049,1.852,,,,,0.0,,,,,,0.0
1050,1.853,,,,,0.0,,,0.0,,,
1051,1.855,,,,0.0,,,,,,,
1052,1.858,,0.0,,,,,,,,0.0,
1053,1.859,,0.0,,,,,,,,,
1054,1.86,,,,,,,0.0,,,,
1055,1.861,,,,,,1.0,,,,,
1056,1.862,0.0,,,,,,,,,,
1057,1.865,,,,,,,,,,,0.0
1058,1.866,,,,,,,,,0.0,,
1059,1.868,,,1.0,,,,,0.0,,,
1060,1.869,,0.0,,,0.0,,,,,,
1061,1.872,,,,0.0,,,,,,,
1062,1.874,0.0,,,,,,,,,,
1063,1.875,,,,,,,0.0,,,,
1064,1.879,,0.0,,,,,,,,,
1065,1.88,,,,,,1.0,,,,0.0,
1066,1.881,,,,,,,,,,0.0,
1067,1.883,,,,,0.0,,,,,,
1068,1.884,0.0,,,,,,,,,,0.0
1069,1.885,,,,,,,,,,,0.0
1070,1.887,,,1.0,,,,,,,,
1071,1.888,,,,,,,,0.0,,,
1072,1.889,,,,0.0,,,0.0,,0.0,,
1073,1.89,,,,,,,,,0.0,,
1074,1.896,0.0,,,,,1.0,,,,,
1075,1.898,,,,,0.0,,,,,,0.0
1076,1.9,,0.0,,,,,,,,,
1077,1.901,,0.0,,,,,,,,,
1078,1.902,,,,,,,,,,0.0,
1079,1.906,0.0,,1.0,,,,,0.0,,,
1080,1.907,,,,,,,0.0,,,,
1081,1.908,,,,0.0,,,,,,,
1082,1.911,,,,,,,,,0.0,,
1083,1.912,,,,,,1.0,,,,,
1084,1.916,,0.0,,,,,,,,,0.0
1085,1.917,,,,,0.0,,,,,,
1086,1.918,0.0,,,,,,,,,,
1087,1.921,,,,,,,0.0,0.0,,,
1088,1.925,,,,0.0,,1.0,,,,0.0,
1089,1.926,,0.0,,,,,,,,,
1090,1.929,0.0,,,,,,,,,,0.0
1091,1.93,,,,,0.0,,,,,,
1092,1.932,,,1.0,,,,,,,,
1093,1.936,,0.0,,,,,,0.0,0.0,,
1094,1.937,0.0,,,,,,,0.0,,,
1095,1.94,,,,,,,0.0,,,,
1096,1.941,,,,,,,,,,,0.0
1097,1.942,,,,0.0,,,,,,,
1098,1.945,,,,,0.0,,,,,,
1099,1.946,,0.0,,,,,,,,,
1100,1.947,,0.0,,,,,,,,,
1101,1.948,0.0,,,,,1.0,,,,0.0,
1102,1.953,,,,0.0,,,0.0,,,,
1103,1.954,,,,0.0,,,,,,,
1104,1.955,,,1.0,,,,,,,,
1105,1.956,,,,,,,,0.0,,,
1106,1.957,,0.0,,,,,,,,,
1107,1.958,,,,,0.0,,,,0.0,,
1108,1.961,,,,,,,,,,,0.0
1109,1.962,0.0,,,,,,,,,,
1110,1.963,,,,,,0.0,,,,,
1111,1.967,,,,,,,0.0,,,,
1112,1.968,,0.0,,,,,,,,,
1113,1.97,,,,,,,,0.0,,0.0,
1114,1.972,,,,,0.0,,,,,,
1115,1.974,0.0,,,0.0,,,,,,,
1116,1.975,,,,0.0,,,,,,,
1117,1.976,,,1.0,,,,,,,,
1118,1.977,,,,,,,,,,,0.0
1119,1.979,,0.0,,,,,,,,,
1120,1.98,,,,,,0.0,0.0,,,,
1121,1.982,,,,,,,,,0.0,,
1122,1.985,,,,,0.0,,,,,,
1123,1.989,,,,,,,,0.0,,,
1124,1.99,,,,,,,,,,,0.0
1125,1.991,,0.0,,,,,,,,,
1126,1.993,,,,,,,0.0,,,0.0,
1127,1.994,,,,,,0.0,,,,,
1128,1.995,,,1.0,,,0.0,,,,,
1129,1.996,0.0,,,,,,,,,,
1130,1.997,,,,0.0,,,,,,,
1131,2.001,,0.0,,,,,,,,,
1132,2.003,,,,,,,,,,,0.0
1133,2.004,,,,,,,,,0.0,,
1134,2.005,0.0,,,,0.0,,,0.0,,,
1135,2.007,,,,,,,0.0,,,,
1136,2.009,,,,,,0.0,,,,,
1137,2.012,,0.0,,,,,,,,,
1138,2.013,,0.0,,,,,,,,,
1139,2.014,,,,0.0,,,,,,0.0,
1140,2.015,0.0,,,,,,,,,,
1141,2.017,,,,,,,,,,,0.0
1142,2.019,,,,,0.0,,,,,,
1143,2.021,,,1.0,,,,,,,,
1144,2.022,,,,,,,0.0,0.0,,,
1145,2.023,,,,,,0.0,,,,,
1146,2.024,,0.0,,,,,,,,,
1147,2.027,,,,,,,,,0.0,,
1148,2.029,,,,,,,,,,,0.0
1149,2.03,0.0,,,,,,,,,,
1150,2.031,,,,0.0,,,,,,,
1151,2.032,,,,0.0,0.0,,,,,,
1152,2.033,,,1.0,,,,,,,,
1153,2.034,,,,,,,0.0,,,,
1154,2.035,,0.0,,,,,,,,,
1155,2.036,,,,,,,,,,0.0,
1156,2.037,,,,,,0.0,,0.0,,0.0,
1157,2.04,0.0,,,,,,,,,,
1158,2.046,,0.0,,,,,,,,,
1159,2.047,,,,,0.0,,0.0,,,,
1160,2.049,,,,,,,,,,,0.0
1161,2.051,0.0,,,,,,,,0.0,,
1162,2.052,,,,,,0.0,,,,,
1163,2.054,,,,0.0,,,,,,,
1164,2.055,,,1.0,,,,,,,,
1165,2.056,,0.0,,,,,,0.0,,,
1166,2.057,,0.0,,,,,,,,,
1167,2.059,,,,,,,,,,0.0,
1168,2.06,,,,,,,,,,0.0,
1169,2.062,,,,,0.0,,,,,,
1170,2.063,0.0,,,,,,,,,,0.0
1171,2.066,,,,,,,0.0,,,,
1172,2.068,,0.0,,,,,,,,,
1173,2.069,,0.0,,,,,,,,,
1174,2.07,,,,0.0,,0.0,,0.0,,,
1175,2.071,,,,,,0.0,,,,,
1176,2.074,0.0,,,,,,,,0.0,,
1177,2.076,,,,,0.0,,,,,,
1178,2.079,,0.0,,,,,0.0,,,,
1179,2.08,,0.0,,,,,,,,,
1180,2.082,,,,,,,,,,0.0,0.0
1181,2.083,,,,,,,,,,,0.0
1182,2.084,0.0,,,,,,,,,,
1183,2.086,,,,0.0,,0.0,,,,,
1184,2.087,0.0,,,,,,,,,,
1185,2.088,,,1.0,,,,,,,,
1186,2.089,,,,,,,,0.0,,,
1187,2.09,,0.0,,,,,,,,,
1188,2.091,,0.0,,,,,,,,,
1189,2.092,,,,,,,0.0,,,,
1190,2.094,,,,,0.0,,,,,,
1191,2.095,,,,,,,,,0.0,,0.0
1192,2.096,,,,,,,,,0.0,,0.0
1193,2.097,0.0,,,,,,,,,,
1194,2.102,,0.0,,,,0.0,,,,,
1195,2.103,,,,,,0.0,,,,,
1196,2.104,,,,,,,,,,0.0,
1197,2.105,,,,,,,,0.0,,,
1198,2.106,,,,,,,0.0,,,,
1199,2.107,0.0,,,,,,,,,,
1200,2.108,,,,0.0,,,,,,,0.0
1201,2.109,,,,,0.0,,,,,,
1202,2.11,,,1.0,,,,,,,,
1203,2.112,,0.0,,,,,,,,,
1204,2.113,,0.0,,,,,,,,,
1205,2.116,,,,,,0.0,,,,,0.0
1206,2.119,0.0,,,,,,0.0,,0.0,,
1207,2.124,,,,,,,,0.0,,,
1208,2.126,,0.0,,,,,,,,0.0,
1209,2.128,,,,,0.0,,,,,,
1210,2.129,0.0,,,,,,,,,,0.0
1211,2.131,,,,,,0.0,,,,,
1212,2.132,,,1.0,0.0,,,,,,,
1213,2.139,,,,,,,0.0,0.0,,,
1214,2.141,0.0,,,,,,,,,,
1215,2.142,,0.0,,,,,,,0.0,,0.0
1216,2.145,,0.0,,,0.0,0.0,,,,,
1217,2.148,,,,0.0,,,,,,0.0,
1218,2.152,0.0,,1.0,,,,,,,,
1219,2.153,,,,,,,0.0,,,,
1220,2.155,,0.0,,,,,,,,,
1221,2.156,,0.0,,,,,,,,,
1222,2.157,,,,,,,,0.0,,,
1223,2.159,,,,,0.0,,,,,,
1224,2.161,,,,,,0.0,,,,,0.0
1225,2.162,0.0,,,,,0.0,,,,,
1226,2.165,,,,0.0,,,,,,,
1227,2.168,,,,,,,,,0.0,,
1228,2.169,,0.0,,,,,,,,,
1229,2.171,,,,,,,,,,0.0,
1230,2.172,,,1.0,,,,,,,,
1231,2.173,,,,,0.0,,0.0,,,,
1232,2.174,0.0,,,,,,,,,,0.0
1233,2.176,,,,,,0.0,,,,,
1234,2.179,,,,,,,,0.0,,,
1235,2.181,,0.0,,,,,,,,,
1236,2.184,0.0,,,,,,,,,,
1237,2.186,,,,0.0,,,,,,,
1238,2.189,,,,,,,0.0,,,,
1239,2.19,,,,,,,,,0.0,,
1240,2.191,,0.0,1.0,,,,,,,,
1241,2.192,,,,,,0.0,,,,,
1242,2.193,,,,,,,,0.0,,0.0,
1243,2.194,,,,,,,,,,,0.0
1244,2.196,0.0,,,,0.0,,,,,,
1245,2.201,,0.0,,,,,,,,,
1246,2.203,,,,,,,0.0,,,,
1247,2.205,,,,,,0.0,,,,,
1248,2.206,0.0,,,,,,,,,,
1249,2.208,,,,0.0,,,,,,,
1250,2.209,,,,,,,,0.0,,,
1251,2.21,,,,,0.0,,,,,,0.0
1252,2.212,,,1.0,,,,,,,,
1253,2.213,,0.0,,,,,,,,,
1254,2.214,,,,,,,,,0.0,,
1255,2.216,,,,,,,,,,0.0,
1256,2.217,,,,,,,0.0,,,,
1257,2.218,0.0,,,,,,,,,,
1258,2.222,,,,,,,,,,,0.0
1259,2.223,,0.0,,,,,,,,,0.0
1260,2.224,,,,,,0.0,,,,,
1261,2.225,,,,0.0,,,,0.0,,,
1262,2.228,,,,,0.0,,,,,,
1263,2.229,0.0,,,,,,,,,,
