split,detector,model,fold,test_group,accuracy
D,linguistic_core,SVM,0,dyad_03,0.833333
D,linguistic_core,SVM,1,dyad_07,0.454545
D,linguistic_core,SVM,2,dyad_05,0.545455
D,linguistic_core,SVM,3,dyad_04,0.636364
D,linguistic_core,SVM,4,dyad_11,0.666667
D,linguistic_core,SVM,5,dyad_06,0.888889
D,linguistic_core,SVM,6,dyad_02,0.222222
D,linguistic_core,SVM,7,dyad_10,0.000000
D,linguistic_core,LogReg,0,dyad_03,0.833333
D,linguistic_core,LogReg,1,dyad_07,0.454545
D,linguistic_core,LogReg,2,dyad_05,0.545455
D,linguistic_core,LogReg,3,dyad_04,0.636364
D,linguistic_core,LogReg,4,dyad_11,0.777778
D,linguistic_core,LogReg,5,dyad_06,0.888889
D,linguistic_core,LogReg,6,dyad_02,0.444444
D,linguistic_core,LogReg,7,dyad_10,0.857143
D,linguistic_core,NB,0,dyad_03,0.833333
D,linguistic_core,NB,1,dyad_07,0.545455
D,linguistic_core,NB,2,dyad_05,0.545455
D,linguistic_core,NB,3,dyad_04,0.727273
D,linguistic_core,NB,4,dyad_11,0.666667
D,linguistic_core,NB,5,dyad_06,0.888889
D,linguistic_core,NB,6,dyad_02,0.444444
D,linguistic_core,NB,7,dyad_10,0.571429
D,linguistic+AIxVR,QDA,0,dyad_03,0.833333
D,linguistic+AIxVR,QDA,1,dyad_07,0.545455
D,linguistic+AIxVR,QDA,2,dyad_05,0.545455
D,linguistic+AIxVR,QDA,3,dyad_04,0.545455
D,linguistic+AIxVR,QDA,4,dyad_11,0.444444
D,linguistic+AIxVR,QDA,5,dyad_06,0.888889
D,linguistic+AIxVR,QDA,6,dyad_02,0.444444
D,linguistic+AIxVR,QDA,7,dyad_10,0.571429
D,linguistic+AIxVR,SVM,0,dyad_03,0.750000
D,linguistic+AIxVR,SVM,1,dyad_07,0.454545
D,linguistic+AIxVR,SVM,2,dyad_05,0.454545
D,linguistic+AIxVR,SVM,3,dyad_04,0.454545
D,linguistic+AIxVR,SVM,4,dyad_11,0.444444
D,linguistic+AIxVR,SVM,5,dyad_06,0.888889
D,linguistic+AIxVR,SVM,6,dyad_02,0.222222
D,linguistic+AIxVR,SVM,7,dyad_10,0.000000
D,linguistic+AIxVR,LogReg,0,dyad_03,0.833333
D,linguistic+AIxVR,LogReg,1,dyad_07,0.454545
D,linguistic+AIxVR,LogReg,2,dyad_05,0.545455
D,linguistic+AIxVR,LogReg,3,dyad_04,0.636364
D,linguistic+AIxVR,LogReg,4,dyad_11,0.444444
D,linguistic+AIxVR,LogReg,5,dyad_06,0.888889
D,linguistic+AIxVR,LogReg,6,dyad_02,0.444444
D,linguistic+AIxVR,LogReg,7,dyad_10,1.000000
D,linguistic+AIxVR,NB,0,dyad_03,0.750000
D,linguistic+AIxVR,NB,1,dyad_07,0.545455
D,linguistic+AIxVR,NB,2,dyad_05,0.545455
D,linguistic+AIxVR,NB,3,dyad_04,0.727273
D,linguistic+AIxVR,NB,4,dyad_11,0.333333
D,linguistic+AIxVR,NB,5,dyad_06,0.888889
D,linguistic+AIxVR,NB,6,dyad_02,0.444444
D,linguistic+AIxVR,NB,7,dyad_10,0.714286
T,linguistic+AIxVR,QDA,0,triad_01,0.769231
T,linguistic+AIxVR,QDA,1,triad_13,0.636364
T,linguistic+AIxVR,QDA,2,triad_06,0.727273
T,linguistic+AIxVR,QDA,3,triad_05,0.363636
T,linguistic+AIxVR,QDA,4,triad_14,0.900000
T,linguistic+AIxVR,QDA,5,triad_12,0.875000
T,linguistic+AIxVR,QDA,6,triad_09,0.375000
T,linguistic+AIxVR,QDA,7,triad_07,0.750000
T,linguistic+AIxVR,QDA,8,triad_02,1.000000
T,linguistic+AIxVR,QDA,9,triad_10,1.000000
T,linguistic+AIxVR,QDA,10,triad_08,1.000000
T,linguistic+AIxVR,QDA,11,triad_11,0.500000
T,linguistic+AIxVR,SVM,0,triad_01,0.692308
T,linguistic+AIxVR,SVM,1,triad_13,0.636364
T,linguistic+AIxVR,SVM,2,triad_06,0.636364
T,linguistic+AIxVR,SVM,3,triad_05,0.363636
T,linguistic+AIxVR,SVM,4,triad_14,1.000000
T,linguistic+AIxVR,SVM,5,triad_12,0.875000
T,linguistic+AIxVR,SVM,6,triad_09,0.250000
T,linguistic+AIxVR,SVM,7,triad_07,0.750000
T,linguistic+AIxVR,SVM,8,triad_02,0.750000
T,linguistic+AIxVR,SVM,9,triad_10,1.000000
T,linguistic+AIxVR,SVM,10,triad_08,1.000000
T,linguistic+AIxVR,SVM,11,triad_11,0.250000
T,linguistic+AIxVR,LogReg,0,triad_01,0.769231
T,linguistic+AIxVR,LogReg,1,triad_13,0.636364
T,linguistic+AIxVR,LogReg,2,triad_06,0.636364
T,linguistic+AIxVR,LogReg,3,triad_05,0.363636
T,linguistic+AIxVR,LogReg,4,triad_14,0.900000
T,linguistic+AIxVR,LogReg,5,triad_12,0.750000
T,linguistic+AIxVR,LogReg,6,triad_09,0.750000
T,linguistic+AIxVR,LogReg,7,triad_07,0.750000
T,linguistic+AIxVR,LogReg,8,triad_02,0.875000
T,linguistic+AIxVR,LogReg,9,triad_10,0.857143
T,linguistic+AIxVR,LogReg,10,triad_08,1.000000
T,linguistic+AIxVR,LogReg,11,triad_11,0.250000
T,linguistic+AIxVR,NB,0,triad_01,0.846154
T,linguistic+AIxVR,NB,1,triad_13,0.636364
T,linguistic+AIxVR,NB,2,triad_06,0.727273
T,linguistic+AIxVR,NB,3,triad_05,0.363636
T,linguistic+AIxVR,NB,4,triad_14,0.900000
T,linguistic+AIxVR,NB,5,triad_12,0.875000
T,linguistic+AIxVR,NB,6,triad_09,0.750000
T,linguistic+AIxVR,NB,7,triad_07,0.750000
T,linguistic+AIxVR,NB,8,triad_02,1.000000
T,linguistic+AIxVR,NB,9,triad_10,1.000000
T,linguistic+AIxVR,NB,10,triad_08,1.000000
T,linguistic+AIxVR,NB,11,triad_11,0.250000
T,linguistic_core,QDA,0,triad_01,0.846154
T,linguistic_core,QDA,1,triad_13,0.727273
T,linguistic_core,QDA,2,triad_06,0.818182
T,linguistic_core,QDA,3,triad_05,0.454545
T,linguistic_core,QDA,4,triad_14,0.800000
T,linguistic_core,QDA,5,triad_12,0.750000
T,linguistic_core,QDA,6,triad_09,0.750000
T,linguistic_core,QDA,7,triad_07,0.750000
T,linguistic_core,QDA,8,triad_02,0.875000
T,linguistic_core,QDA,9,triad_10,1.000000
T,linguistic_core,QDA,10,triad_08,1.000000
T,linguistic_core,QDA,11,triad_11,0.500000
T,linguistic_core,SVM,0,triad_01,0.769231
T,linguistic_core,SVM,1,triad_13,0.636364
T,linguistic_core,SVM,2,triad_06,0.818182
T,linguistic_core,SVM,3,triad_05,0.454545
T,linguistic_core,SVM,4,triad_14,0.900000
T,linguistic_core,SVM,5,triad_12,0.875000
T,linguistic_core,SVM,6,triad_09,0.750000
T,linguistic_core,SVM,7,triad_07,0.750000
T,linguistic_core,SVM,8,triad_02,1.000000
T,linguistic_core,SVM,9,triad_10,1.000000
T,linguistic_core,SVM,10,triad_08,1.000000
T,linguistic_core,SVM,11,triad_11,0.250000
T,linguistic_core,LogReg,0,triad_01,0.692308
T,linguistic_core,LogReg,1,triad_13,0.545455
T,linguistic_core,LogReg,2,triad_06,0.818182
T,linguistic_core,LogReg,3,triad_05,0.454545
T,linguistic_core,LogReg,4,triad_14,1.000000
T,linguistic_core,LogReg,5,triad_12,0.750000
T,linguistic_core,LogReg,6,triad_09,0.625000
T,linguistic_core,LogReg,7,triad_07,0.750000
T,linguistic_core,LogReg,8,triad_02,1.000000
T,linguistic_core,LogReg,9,triad_10,1.000000
T,linguistic_core,LogReg,10,triad_08,1.000000
T,linguistic_core,LogReg,11,triad_11,0.500000
T,linguistic_core,NB,0,triad_01,0.846154
T,linguistic_core,NB,1,triad_13,0.545455
T,linguistic_core,NB,2,triad_06,1.000000
T,linguistic_core,NB,3,triad_05,0.454545
T,linguistic_core,NB,4,triad_14,1.000000
T,linguistic_core,NB,5,triad_12,0.750000
T,linguistic_core,NB,6,triad_09,0.875000
T,linguistic_core,NB,7,triad_07,0.750000
T,linguistic_core,NB,8,triad_02,1.000000
T,linguistic_core,NB,9,triad_10,1.000000
T,linguistic_core,NB,10,triad_08,1.000000
T,linguistic_core,NB,11,triad_11,0.500000
All,linguistic+AIxVR,QDA,0,triad_01,0.923077
All,linguistic+AIxVR,QDA,1,dyad_03,0.833333
All,linguistic+AIxVR,QDA,2,dyad_04,0.636364
All,linguistic+AIxVR,QDA,3,dyad_05,0.454545
All,linguistic+AIxVR,QDA,4,dyad_07,0.454545
All,linguistic+AIxVR,QDA,5,triad_06,0.636364
All,linguistic+AIxVR,QDA,6,triad_05,0.363636
All,linguistic+AIxVR,QDA,7,triad_13,0.636364
All,linguistic+AIxVR,QDA,8,triad_14,0.900000
All,linguistic+AIxVR,QDA,9,dyad_06,0.888889
All,linguistic+AIxVR,QDA,10,dyad_11,0.666667
All,linguistic+AIxVR,QDA,11,dyad_02,0.555556
All,linguistic+AIxVR,QDA,12,triad_07,0.750000
All,linguistic+AIxVR,QDA,13,triad_09,0.875000
All,linguistic+AIxVR,QDA,14,triad_12,0.875000
All,linguistic+AIxVR,QDA,15,triad_02,1.000000
All,linguistic+AIxVR,QDA,16,dyad_10,1.000000
All,linguistic+AIxVR,QDA,17,triad_08,1.000000
All,linguistic+AIxVR,QDA,18,triad_10,0.857143
All,linguistic+AIxVR,QDA,19,triad_11,0.500000
All,linguistic+AIxVR,SVM,0,triad_01,0.923077
All,linguistic+AIxVR,SVM,1,dyad_03,0.750000
All,linguistic+AIxVR,SVM,2,dyad_04,0.545455
All,linguistic+AIxVR,SVM,3,dyad_05,0.545455
All,linguistic+AIxVR,SVM,4,dyad_07,0.454545
All,linguistic+AIxVR,SVM,5,triad_06,0.545455
All,linguistic+AIxVR,SVM,6,triad_05,0.454545
All,linguistic+AIxVR,SVM,7,triad_13,0.636364
All,linguistic+AIxVR,SVM,8,triad_14,0.900000
All,linguistic+AIxVR,SVM,9,dyad_06,0.888889
All,linguistic+AIxVR,SVM,10,dyad_11,0.666667
All,linguistic+AIxVR,SVM,11,dyad_02,0.555556
All,linguistic+AIxVR,SVM,12,triad_07,0.750000
All,linguistic+AIxVR,SVM,13,triad_09,0.875000
All,linguistic+AIxVR,SVM,14,triad_12,0.875000
All,linguistic+AIxVR,SVM,15,triad_02,0.875000
All,linguistic+AIxVR,SVM,16,dyad_10,0.857143
All,linguistic+AIxVR,SVM,17,triad_08,1.000000
All,linguistic+AIxVR,SVM,18,triad_10,0.857143
All,linguistic+AIxVR,SVM,19,triad_11,0.250000
All,linguistic+AIxVR,LogReg,0,triad_01,0.846154
All,linguistic+AIxVR,LogReg,1,dyad_03,0.833333
All,linguistic+AIxVR,LogReg,2,dyad_04,0.545455
All,linguistic+AIxVR,LogReg,3,dyad_05,0.545455
All,linguistic+AIxVR,LogReg,4,dyad_07,0.363636
All,linguistic+AIxVR,LogReg,5,triad_06,0.545455
All,linguistic+AIxVR,LogReg,6,triad_05,0.454545
All,linguistic+AIxVR,LogReg,7,triad_13,0.545455
All,linguistic+AIxVR,LogReg,8,triad_14,0.900000
All,linguistic+AIxVR,LogReg,9,dyad_06,0.888889
All,linguistic+AIxVR,LogReg,10,dyad_11,0.555556
All,linguistic+AIxVR,LogReg,11,dyad_02,0.555556
All,linguistic+AIxVR,LogReg,12,triad_07,0.750000
All,linguistic+AIxVR,LogReg,13,triad_09,0.875000
All,linguistic+AIxVR,LogReg,14,triad_12,0.875000
All,linguistic+AIxVR,LogReg,15,triad_02,1.000000
All,linguistic+AIxVR,LogReg,16,dyad_10,1.000000
All,linguistic+AIxVR,LogReg,17,triad_08,1.000000
All,linguistic+AIxVR,LogReg,18,triad_10,1.000000
All,linguistic+AIxVR,LogReg,19,triad_11,0.250000
All,linguistic+AIxVR,NB,0,triad_01,0.923077
All,linguistic+AIxVR,NB,1,dyad_03,0.916667
All,linguistic+AIxVR,NB,2,dyad_04,0.727273
All,linguistic+AIxVR,NB,3,dyad_05,0.545455
All,linguistic+AIxVR,NB,4,dyad_07,0.545455
All,linguistic+AIxVR,NB,5,triad_06,0.909091
All,linguistic+AIxVR,NB,6,triad_05,0.363636
All,linguistic+AIxVR,NB,7,triad_13,0.636364
All,linguistic+AIxVR,NB,8,triad_14,0.900000
All,linguistic+AIxVR,NB,9,dyad_06,0.888889
All,linguistic+AIxVR,NB,10,dyad_11,0.666667
All,linguistic+AIxVR,NB,11,dyad_02,0.444444
All,linguistic+AIxVR,NB,12,triad_07,0.750000
All,linguistic+AIxVR,NB,13,triad_09,0.875000
All,linguistic+AIxVR,NB,14,triad_12,0.875000
All,linguistic+AIxVR,NB,15,triad_02,1.000000
All,linguistic+AIxVR,NB,16,dyad_10,0.857143
All,linguistic+AIxVR,NB,17,triad_08,1.000000
All,linguistic+AIxVR,NB,18,triad_10,1.000000
All,linguistic+AIxVR,NB,19,triad_11,0.000000
All,linguistic_core,QDA,0,triad_01,0.923077
All,linguistic_core,QDA,1,dyad_03,0.833333
All,linguistic_core,QDA,2,dyad_04,0.545455
All,linguistic_core,QDA,3,dyad_05,0.636364
All,linguistic_core,QDA,4,dyad_07,0.545455
All,linguistic_core,QDA,5,triad_06,1.000000
All,linguistic_core,QDA,6,triad_05,0.363636
All,linguistic_core,QDA,7,triad_13,0.545455
All,linguistic_core,QDA,8,triad_14,0.900000
All,linguistic_core,QDA,9,dyad_06,0.888889
All,linguistic_core,QDA,10,dyad_11,0.777778
All,linguistic_core,QDA,11,dyad_02,0.555556
All,linguistic_core,QDA,12,triad_07,0.750000
All,linguistic_core,QDA,13,triad_09,0.875000
All,linguistic_core,QDA,14,triad_12,0.750000
All,linguistic_core,QDA,15,triad_02,1.000000
All,linguistic_core,QDA,16,dyad_10,1.000000
All,linguistic_core,QDA,17,triad_08,1.000000
All,linguistic_core,QDA,18,triad_10,1.000000
All,linguistic_core,QDA,19,triad_11,0.500000
All,linguistic_core,SVM,0,triad_01,0.846154
All,linguistic_core,SVM,1,dyad_03,0.833333
All,linguistic_core,SVM,2,dyad_04,0.636364
All,linguistic_core,SVM,3,dyad_05,0.636364
All,linguistic_core,SVM,4,dyad_07,0.454545
All,linguistic_core,SVM,5,triad_06,1.000000
All,linguistic_core,SVM,6,triad_05,0.454545
All,linguistic_core,SVM,7,triad_13,0.636364
All,linguistic_core,SVM,8,triad_14,0.900000
All,linguistic_core,SVM,9,dyad_06,0.888889
All,linguistic_core,SVM,10,dyad_11,0.777778
All,linguistic_core,SVM,11,dyad_02,0.555556
All,linguistic_core,SVM,12,triad_07,0.750000
All,linguistic_core,SVM,13,triad_09,0.875000
All,linguistic_core,SVM,14,triad_12,0.875000
All,linguistic_core,SVM,15,triad_02,1.000000
All,linguistic_core,SVM,16,dyad_10,1.000000
All,linguistic_core,SVM,17,triad_08,1.000000
All,linguistic_core,SVM,18,triad_10,1.000000
All,linguistic_core,SVM,19,triad_11,0.250000
All,linguistic_core,LogReg,0,triad_01,0.769231
All,linguistic_core,LogReg,1,dyad_03,0.666667
All,linguistic_core,LogReg,2,dyad_04,0.454545
All,linguistic_core,LogReg,3,dyad_05,0.818182
All,linguistic_core,LogReg,4,dyad_07,0.454545
All,linguistic_core,LogReg,5,triad_06,0.909091
All,linguistic_core,LogReg,6,triad_05,0.545455
All,linguistic_core,LogReg,7,triad_13,0.636364
All,linguistic_core,LogReg,8,triad_14,0.900000
All,linguistic_core,LogReg,9,dyad_06,0.888889
All,linguistic_core,LogReg,10,dyad_11,0.666667
All,linguistic_core,LogReg,11,dyad_02,0.444444
All,linguistic_core,LogReg,12,triad_07,0.750000
All,linguistic_core,LogReg,13,triad_09,0.875000
All,linguistic_core,LogReg,14,triad_12,0.750000
All,linguistic_core,LogReg,15,triad_02,1.000000
All,linguistic_core,LogReg,16,dyad_10,1.000000
All,linguistic_core,LogReg,17,triad_08,1.000000
All,linguistic_core,LogReg,18,triad_10,1.000000
All,linguistic_core,LogReg,19,triad_11,0.500000
All,linguistic_core,NB,0,triad_01,0.923077
All,linguistic_core,NB,1,dyad_03,0.833333
All,linguistic_core,NB,2,dyad_04,0.636364
All,linguistic_core,NB,3,dyad_05,0.636364
All,linguistic_core,NB,4,dyad_07,0.454545
All,linguistic_core,NB,5,triad_06,1.000000
All,linguistic_core,NB,6,triad_05,0.363636
All,linguistic_core,NB,7,triad_13,0.545455
All,linguistic_core,NB,8,triad_14,0.900000
All,linguistic_core,NB,9,dyad_06,0.888889
All,linguistic_core,NB,10,dyad_11,0.777778
All,linguistic_core,NB,11,dyad_02,0.555556
All,linguistic_core,NB,12,triad_07,0.750000
All,linguistic_core,NB,13,triad_09,0.875000
All,linguistic_core,NB,14,triad_12,0.750000
All,linguistic_core,NB,15,triad_02,1.000000
All,linguistic_core,NB,16,dyad_10,1.000000
All,linguistic_core,NB,17,triad_08,1.000000
All,linguistic_core,NB,18,triad_10,1.000000
All,linguistic_core,NB,19,triad_11,0.250000
D,linguistic_sel,QDA,0,dyad_03,0.833333
D,linguistic_sel,QDA,1,dyad_07,0.545455
D,linguistic_sel,QDA,2,dyad_05,0.545455
D,linguistic_sel,QDA,3,dyad_04,0.545455
D,linguistic_sel,QDA,4,dyad_11,0.666667
D,linguistic_sel,QDA,5,dyad_06,0.888889
D,linguistic_sel,QDA,6,dyad_02,0.444444
D,linguistic_sel,QDA,7,dyad_10,0.714286
D,linguistic_sel,SVM,0,dyad_03,0.833333
D,linguistic_sel,SVM,1,dyad_07,0.454545
D,linguistic_sel,SVM,2,dyad_05,0.545455
D,linguistic_sel,SVM,3,dyad_04,0.545455
D,linguistic_sel,SVM,4,dyad_11,0.666667
D,linguistic_sel,SVM,5,dyad_06,0.888889
D,linguistic_sel,SVM,6,dyad_02,0.222222
D,linguistic_sel,SVM,7,dyad_10,0.571429
D,linguistic_sel,LogReg,0,dyad_03,0.833333
D,linguistic_sel,LogReg,1,dyad_07,0.454545
D,linguistic_sel,LogReg,2,dyad_05,0.545455
D,linguistic_sel,LogReg,3,dyad_04,0.636364
D,linguistic_sel,LogReg,4,dyad_11,0.777778
D,linguistic_sel,LogReg,5,dyad_06,0.888889
D,linguistic_sel,LogReg,6,dyad_02,0.666667
D,linguistic_sel,LogReg,7,dyad_10,0.857143
D,linguistic_sel,NB,0,dyad_03,0.750000
D,linguistic_sel,NB,1,dyad_07,0.545455
D,linguistic_sel,NB,2,dyad_05,0.545455
D,linguistic_sel,NB,3,dyad_04,0.545455
D,linguistic_sel,NB,4,dyad_11,0.666667
D,linguistic_sel,NB,5,dyad_06,0.888889
D,linguistic_sel,NB,6,dyad_02,0.444444
D,linguistic_sel,NB,7,dyad_10,0.714286
D,linguistic+GazexSpeaking_sel,QDA,0,dyad_03,0.833333
D,linguistic+GazexSpeaking_sel,QDA,1,dyad_07,0.545455
D,linguistic+GazexSpeaking_sel,QDA,2,dyad_05,0.545455
D,linguistic+GazexSpeaking_sel,QDA,3,dyad_04,0.727273
D,linguistic+GazexSpeaking_sel,QDA,4,dyad_11,0.666667
D,linguistic+GazexSpeaking_sel,QDA,5,dyad_06,0.888889
D,linguistic+GazexSpeaking_sel,QDA,6,dyad_02,0.888889
D,linguistic+GazexSpeaking_sel,QDA,7,dyad_10,1.000000
D,linguistic+GazexSpeaking_sel,SVM,0,dyad_03,0.833333
D,linguistic+GazexSpeaking_sel,SVM,1,dyad_07,0.636364
D,linguistic+GazexSpeaking_sel,SVM,2,dyad_05,0.636364
D,linguistic+GazexSpeaking_sel,SVM,3,dyad_04,0.636364
D,linguistic+GazexSpeaking_sel,SVM,4,dyad_11,0.666667
D,linguistic+GazexSpeaking_sel,SVM,5,dyad_06,0.888889
D,linguistic+GazexSpeaking_sel,SVM,6,dyad_02,0.888889
D,linguistic+GazexSpeaking_sel,SVM,7,dyad_10,1.000000
D,linguistic+GazexSpeaking_sel,LogReg,0,dyad_03,0.750000
D,linguistic+GazexSpeaking_sel,LogReg,1,dyad_07,0.636364
D,linguistic+GazexSpeaking_sel,LogReg,2,dyad_05,0.454545
D,linguistic+GazexSpeaking_sel,LogReg,3,dyad_04,0.727273
D,linguistic+GazexSpeaking_sel,LogReg,4,dyad_11,0.777778
D,linguistic+GazexSpeaking_sel,LogReg,5,dyad_06,0.888889
D,linguistic+GazexSpeaking_sel,LogReg,6,dyad_02,0.888889
D,linguistic+GazexSpeaking_sel,LogReg,7,dyad_10,1.000000
D,linguistic+GazexSpeaking_sel,NB,0,dyad_03,0.666667
D,linguistic+GazexSpeaking_sel,NB,1,dyad_07,0.636364
D,linguistic+GazexSpeaking_sel,NB,2,dyad_05,0.636364
D,linguistic+GazexSpeaking_sel,NB,3,dyad_04,0.636364
D,linguistic+GazexSpeaking_sel,NB,4,dyad_11,0.666667
D,linguistic+GazexSpeaking_sel,NB,5,dyad_06,0.888889
D,linguistic+GazexSpeaking_sel,NB,6,dyad_02,0.888889
D,linguistic+GazexSpeaking_sel,NB,7,dyad_10,0.857143
D,audio+linguistic_sel,QDA,0,dyad_03,0.833333
D,audio+linguistic_sel,QDA,1,dyad_07,0.454545
D,audio+linguistic_sel,QDA,2,dyad_05,0.545455
D,audio+linguistic_sel,QDA,3,dyad_04,0.545455
D,audio+linguistic_sel,QDA,4,dyad_11,0.666667
D,audio+linguistic_sel,QDA,5,dyad_06,0.888889
D,audio+linguistic_sel,QDA,6,dyad_02,0.222222
D,audio+linguistic_sel,QDA,7,dyad_10,0.714286
D,audio+linguistic_sel,SVM,0,dyad_03,0.833333
D,audio+linguistic_sel,SVM,1,dyad_07,0.363636
D,audio+linguistic_sel,SVM,2,dyad_05,0.545455
D,audio+linguistic_sel,SVM,3,dyad_04,0.636364
D,audio+linguistic_sel,SVM,4,dyad_11,0.666667
D,audio+linguistic_sel,SVM,5,dyad_06,0.888889
D,audio+linguistic_sel,SVM,6,dyad_02,0.222222
D,audio+linguistic_sel,SVM,7,dyad_10,0.714286
D,audio+linguistic_sel,LogReg,0,dyad_03,0.833333
D,audio+linguistic_sel,LogReg,1,dyad_07,0.454545
D,audio+linguistic_sel,LogReg,2,dyad_05,0.545455
D,audio+linguistic_sel,LogReg,3,dyad_04,0.363636
D,audio+linguistic_sel,LogReg,4,dyad_11,0.666667
D,audio+linguistic_sel,LogReg,5,dyad_06,0.888889
D,audio+linguistic_sel,LogReg,6,dyad_02,0.666667
D,audio+linguistic_sel,LogReg,7,dyad_10,0.857143
D,audio+linguistic_sel,NB,0,dyad_03,0.750000
D,audio+linguistic_sel,NB,1,dyad_07,0.545455
D,audio+linguistic_sel,NB,2,dyad_05,0.545455
D,audio+linguistic_sel,NB,3,dyad_04,0.545455
D,audio+linguistic_sel,NB,4,dyad_11,0.666667
D,audio+linguistic_sel,NB,5,dyad_06,0.888889
D,audio+linguistic_sel,NB,6,dyad_02,0.333333
D,audio+linguistic_sel,NB,7,dyad_10,0.714286
T,linguistic_sel,QDA,0,triad_01,0.846154
T,linguistic_sel,QDA,1,triad_13,0.727273
T,linguistic_sel,QDA,2,triad_06,0.636364
T,linguistic_sel,QDA,3,triad_05,0.454545
T,linguistic_sel,QDA,4,triad_14,0.800000
T,linguistic_sel,QDA,5,triad_12,0.750000
T,linguistic_sel,QDA,6,triad_09,0.625000
T,linguistic_sel,QDA,7,triad_07,0.750000
T,linguistic_sel,QDA,8,triad_02,1.000000
T,linguistic_sel,QDA,9,triad_10,1.000000
T,linguistic_sel,QDA,10,triad_08,1.000000
T,linguistic_sel,QDA,11,triad_11,0.500000
T,linguistic_sel,SVM,0,triad_01,0.769231
T,linguistic_sel,SVM,1,triad_13,0.636364
T,linguistic_sel,SVM,2,triad_06,0.636364
T,linguistic_sel,SVM,3,triad_05,0.454545
T,linguistic_sel,SVM,4,triad_14,0.900000
T,linguistic_sel,SVM,5,triad_12,0.875000
T,linguistic_sel,SVM,6,triad_09,0.375000
T,linguistic_sel,SVM,7,triad_07,0.750000
T,linguistic_sel,SVM,8,triad_02,0.875000
T,linguistic_sel,SVM,9,triad_10,1.000000
T,linguistic_sel,SVM,10,triad_08,1.000000
T,linguistic_sel,SVM,11,triad_11,0.250000
T,linguistic_sel,LogReg,0,triad_01,0.769231
T,linguistic_sel,LogReg,1,triad_13,0.545455
T,linguistic_sel,LogReg,2,triad_06,0.636364
T,linguistic_sel,LogReg,3,triad_05,0.363636
T,linguistic_sel,LogReg,4,triad_14,1.000000
T,linguistic_sel,LogReg,5,triad_12,0.750000
T,linguistic_sel,LogReg,6,triad_09,0.750000
T,linguistic_sel,LogReg,7,triad_07,0.750000
T,linguistic_sel,LogReg,8,triad_02,0.750000
T,linguistic_sel,LogReg,9,triad_10,1.000000
T,linguistic_sel,LogReg,10,triad_08,1.000000
T,linguistic_sel,LogReg,11,triad_11,0.250000
T,linguistic_sel,NB,0,triad_01,0.769231
T,linguistic_sel,NB,1,triad_13,0.545455
T,linguistic_sel,NB,2,triad_06,0.818182
T,linguistic_sel,NB,3,triad_05,0.454545
T,linguistic_sel,NB,4,triad_14,1.000000
T,linguistic_sel,NB,5,triad_12,0.750000
T,linguistic_sel,NB,6,triad_09,0.875000
T,linguistic_sel,NB,7,triad_07,0.750000
T,linguistic_sel,NB,8,triad_02,1.000000
T,linguistic_sel,NB,9,triad_10,1.000000
T,linguistic_sel,NB,10,triad_08,1.000000
T,linguistic_sel,NB,11,triad_11,0.500000
All,sentemb_pca,QDA,0,triad_01,0.461538
All,sentemb_pca,QDA,1,dyad_03,0.416667
All,sentemb_pca,QDA,2,dyad_04,0.454545
All,sentemb_pca,QDA,3,dyad_05,0.727273
All,sentemb_pca,QDA,4,dyad_07,0.636364
All,sentemb_pca,QDA,5,triad_06,0.454545
All,sentemb_pca,QDA,6,triad_05,0.545455
All,sentemb_pca,QDA,7,triad_13,0.363636
All,sentemb_pca,QDA,8,triad_14,0.700000
All,sentemb_pca,QDA,9,dyad_06,0.777778
All,sentemb_pca,QDA,10,dyad_11,0.555556
All,sentemb_pca,QDA,11,dyad_02,0.222222
All,sentemb_pca,QDA,12,triad_07,0.500000
All,sentemb_pca,QDA,13,triad_09,0.500000
All,sentemb_pca,QDA,14,triad_12,0.750000
All,sentemb_pca,QDA,15,triad_02,0.875000
All,sentemb_pca,QDA,16,dyad_10,0.571429
All,sentemb_pca,QDA,17,triad_08,0.857143
All,sentemb_pca,QDA,18,triad_10,0.571429
All,sentemb_pca,QDA,19,triad_11,0.250000
All,sentemb_pca,SVM,0,triad_01,0.538462
All,sentemb_pca,SVM,1,dyad_03,0.583333
All,sentemb_pca,SVM,2,dyad_04,0.272727
All,sentemb_pca,SVM,3,dyad_05,0.727273
All,sentemb_pca,SVM,4,dyad_07,0.727273
All,sentemb_pca,SVM,5,triad_06,0.363636
All,sentemb_pca,SVM,6,triad_05,0.454545
All,sentemb_pca,SVM,7,triad_13,0.181818
All,sentemb_pca,SVM,8,triad_14,0.500000
All,sentemb_pca,SVM,9,dyad_06,0.888889
All,sentemb_pca,SVM,10,dyad_11,0.555556
All,sentemb_pca,SVM,11,dyad_02,0.333333
All,sentemb_pca,SVM,12,triad_07,0.625000
All,sentemb_pca,SVM,13,triad_09,0.375000
All,sentemb_pca,SVM,14,triad_12,0.625000
All,sentemb_pca,SVM,15,triad_02,1.000000
All,sentemb_pca,SVM,16,dyad_10,1.000000
All,sentemb_pca,SVM,17,triad_08,1.000000
All,sentemb_pca,SVM,18,triad_10,0.714286
All,sentemb_pca,SVM,19,triad_11,0.500000
All,sentemb_pca,LogReg,0,triad_01,0.615385
All,sentemb_pca,LogReg,1,dyad_03,0.583333
All,sentemb_pca,LogReg,2,dyad_04,0.272727
All,sentemb_pca,LogReg,3,dyad_05,0.727273
All,sentemb_pca,LogReg,4,dyad_07,0.818182
